gene	name	log2fc	pval	padj
12735	ENSG00000238961	SNORA47	-2.33086448832243	0.000752579518433825	0.00306940055511967
12736	ENSG00000228446	ANKRD49P1	-2.33102481054082	0.000420875644509667	0.00185226483760297
12737	ENSG00000008300	CELSR3	-2.33213787036546	4.47009584631271e-10	7.27391420151497e-09
12738	ENSG00000284621	AP000553.4	-2.3331419686835	0.00356610136137956	0.0117653929486613
12739	ENSG00000234450	AC005534.1	-2.33556056433458	1.09473586211191e-05	7.2927626285483e-05
12740	ENSG00000109163	GNRHR	-2.3356435299282	6.5582612848838e-05	0.000360411453497916
12741	ENSG00000163960	UBXN7	-2.33579435828354	3.70116493967218e-14	1.14654373621453e-12
12742	ENSG00000139971	ARMH4	-2.33622558000778	1.038918730749e-08	1.31380321425082e-07
12743	ENSG00000279472	AC244517.8	-2.33631705355889	0.000187515550515654	0.000912012178908798
12744	ENSG00000178187	ZNF454	-2.33655416681998	9.92151347493382e-10	1.51400223248696e-08
12745	ENSG00000266028	SRGAP2	-2.33680958942126	1.03968269637229e-07	1.08443049118641e-06
12746	ENSG00000245685	FRG1-DT	-2.33680968293623	3.09324308573949e-06	2.34785184605252e-05
12747	ENSG00000273069	AC211433.2	-2.33692576722294	0.00777542696956719	0.0228244514935386
12748	ENSG00000144868	TMEM108	-2.33774908941586	1.43872168763687e-18	7.63262532834523e-17
12749	ENSG00000196632	WNK3	-2.33787056564421	1.39066502897173e-12	3.48580776061126e-11
12750	ENSG00000236711	SMAD9-IT1	-2.3385318412825	0.000261989073908678	0.00122283653064763
12751	ENSG00000284966	AL138689.2	-2.33990365317362	1.14485295787914e-10	2.06409042025438e-09
12752	ENSG00000227409	ZMYM4-AS1	-2.34163148563828	2.01791240702474e-05	0.000125614882862671
12753	ENSG00000232906	AC092685.1	-2.34248112007524	0.0079138984961818	0.0231553340480273
12754	ENSG00000178217	SH2D4B	-2.34267027161239	0.000180201992195585	0.000880084334564721
12755	ENSG00000149639	SOGA1	-2.34268793114131	8.05907822962114e-17	3.47610942531518e-15
12756	ENSG00000168769	TET2	-2.3430355953068	1.57095956440227e-12	3.89871472363019e-11
12757	ENSG00000104879	CKM	-2.34314194836302	2.04649073653306e-05	0.000127219093525979
12758	ENSG00000204291	COL15A1	-2.34345459822497	3.06952247473515e-10	5.14035074601421e-09
12759	ENSG00000153044	CENPH	-2.34397490671883	4.24993134088427e-08	4.81370614763529e-07
12760	ENSG00000230067	HSPD1P6	-2.3452231446567	0.00250736146031732	0.00868658805858007
12761	ENSG00000011638	TMEM159	-2.3461983919772	5.43524184953984e-18	2.69205686352844e-16
12762	ENSG00000068781	STON1-GTF2A1L	-2.34714734836159	0.000113930340709679	0.000588220738761236
12763	ENSG00000285948	AC123768.4	-2.3478126100448	2.86248603642824e-06	2.18785522753769e-05
12764	ENSG00000258525	AL049830.3	-2.34897837954476	3.07260317359938e-07	2.91208041861107e-06
12765	ENSG00000213722	DDAH2	-2.34912958252415	8.89207558473089e-05	0.000472380570413207
12766	ENSG00000189229	AC069277.1	-2.35200519600645	0.00672946517843832	0.0201862201945674
12767	ENSG00000276603	AL109614.1	-2.35209474051844	3.80200903804947e-07	3.53835060873888e-06
12768	ENSG00000278901	AC005609.1	-2.35226054710452	0.0021844946867894	0.00772610392888184
12769	ENSG00000160062	ZBTB8A	-2.35251382251896	2.16306433818784e-13	6.01047362497884e-12
12770	ENSG00000116127	ALMS1	-2.35338130311318	1.33743694142023e-12	3.36200008779807e-11
12771	ENSG00000138413	IDH1	-2.35388471270201	2.44872893550615e-13	6.75075295451212e-12
12772	ENSG00000286131	AC083977.1	-2.35509667752775	0.00021530370368058	0.00102791762790564
12773	ENSG00000263414	MIR3187	-2.35524593946984	4.96392772686377e-12	1.13548632483974e-10
12774	ENSG00000259732	AC092757.2	-2.35584655037927	0.000541311346469062	0.00230031083211714
12775	ENSG00000065413	ANKRD44	-2.35744065000598	2.77274602342007e-19	1.59396532464379e-17
12776	ENSG00000196150	ZNF250	-2.35909877500162	8.44370100745347e-20	5.17649061588061e-18
12777	ENSG00000278662	GOLGA6L10	-2.35929810207348	3.25098991946775e-08	3.75749714917521e-07
12778	ENSG00000271075	AL139317.4	-2.35977044143105	0.000238271886434024	0.00112504005347763
12779	ENSG00000227698	AP001619.1	-2.36050119590652	9.23427068155914e-05	0.000489003578964413
12780	ENSG00000231227	AC006450.1	-2.36075084650828	1.42114811930083e-05	9.20321349945007e-05
12781	ENSG00000240891	PLCXD2	-2.36476485651962	1.42295424828187e-05	9.21320838709387e-05
12782	ENSG00000157193	LRP8	-2.36585462716007	6.29304646159782e-11	1.19738611106267e-09
12783	ENSG00000180189	HMGB1P14	-2.36709083194242	0.000502835752563332	0.00215614347458283
12784	ENSG00000147180	ZNF711	-2.36726608824682	1.45073955841716e-10	2.56546062002091e-09
12785	ENSG00000174721	FGFBP3	-2.36791680686234	8.30675062173359e-08	8.86466293525051e-07
12786	ENSG00000242588	AC108010.1	-2.36820445959696	5.50056193987485e-08	6.08883359069626e-07
12787	ENSG00000264014	MIR4253	-2.3698386371108	3.83014367239186e-06	2.84137186714122e-05
12788	ENSG00000153253	SCN3A	-2.37033451069021	2.7292072209208e-09	3.84512292551345e-08
12789	ENSG00000107443	CCNJ	-2.37251907525199	4.14901445711427e-16	1.63109293685679e-14
12790	ENSG00000267682	AC016590.2	-2.37271867924548	2.40949962765208e-05	0.000147201957217553
12791	ENSG00000259244	AC048382.2	-2.37432199097654	8.78338009590397e-08	9.32223940142447e-07
12792	ENSG00000256533	AP002373.2	-2.37450891327254	0.00183471199862716	0.00664578511061445
12793	ENSG00000280408	AC032044.2	-2.37475970776187	0.00012257529869851	0.000627129851103099
12794	ENSG00000152253	SPC25	-2.37489582975265	0.000136243999527946	0.000687830165771163
12795	ENSG00000232347	AL390728.4	-2.3755305029047	8.14781858305547e-07	7.07576905032209e-06
12796	ENSG00000177084	POLE	-2.37577972196324	7.3912291323081e-11	1.38677491697511e-09
12797	ENSG00000270048	AC068790.4	-2.37667105765195	0.00134065058780119	0.00506765055108594
12798	ENSG00000267173	AC245748.1	-2.37798895297863	5.28597297881012e-12	1.20443934014253e-10
12799	ENSG00000033867	SLC4A7	-2.37801674361855	3.53356993698739e-14	1.09948267063298e-12
12800	ENSG00000115457	IGFBP2	-2.38065661665361	1.18166230280658e-16	4.99847430307819e-15
12801	ENSG00000277491	AC087392.5	-2.38066906062911	0.000140651946642498	0.000708045049226598
12802	ENSG00000119778	ATAD2B	-2.38127587315904	1.52423223007892e-13	4.35262635278319e-12
12803	ENSG00000203325	AL445248.1	-2.38228722489359	0.000148473939164142	0.000741988830649703
12804	ENSG00000284015	MIR1281	-2.38399348913108	5.82801376931295e-05	0.000324656010879265
12805	ENSG00000279417	AC019322.4	-2.38595647717497	0.00710585039930531	0.0211253024506652
12806	ENSG00000001617	SEMA3F	-2.38624269750517	3.07029040594809e-09	4.29632376956831e-08
12807	ENSG00000241956	AC109466.1	-2.38751098098649	2.95613945829669e-05	0.000176959614858467
12808	ENSG00000270562	AC097634.1	-2.38991143689058	5.1806067869685e-06	3.73495761099146e-05
12809	ENSG00000283031	AC009242.1	-2.39035379455867	0.00011236687262338	0.000581261118495953
12810	ENSG00000225151	GOLGA2P7	-2.39056610685726	4.06313232284632e-06	2.99268769513237e-05
12811	ENSG00000179456	ZBTB18	-2.39215714132958	2.22625879000432e-12	5.4026447743309e-11
12812	ENSG00000213413	PVRIG	-2.39227901750928	9.15398045235171e-13	2.35857922500086e-11
12813	ENSG00000147117	ZNF157	-2.39260011112313	1.16832300157454e-09	1.75458598270725e-08
12814	ENSG00000198885	ITPRIPL1	-2.39361811568187	8.85659313471684e-09	1.13431026828019e-07
12815	ENSG00000183943	PRKX	-2.39379708994382	3.31463863518285e-07	3.12122537647575e-06
12816	ENSG00000186732	MPPED1	-2.39390277418506	9.16015553828172e-08	9.68402695993142e-07
12817	ENSG00000276174	AC087683.2	-2.39524922466231	0.0049622790334373	0.0156208511579422
12818	ENSG00000099338	CATSPERG	-2.39570847531395	1.80975160370007e-13	5.1179483457218e-12
12819	ENSG00000144583	MARCHF4	-2.39593311793536	9.00273275371813e-09	1.15218550903151e-07
12820	ENSG00000169855	ROBO1	-2.39713971847173	1.60930873755474e-10	2.81464486283451e-09
12821	ENSG00000274292	AC084018.2	-2.39756059347775	2.82898645342246e-14	8.90521256392867e-13
12822	ENSG00000274993	AC254629.1	-2.39932789218138	0.000146013371081594	0.000731987260002611
12823	ENSG00000116652	DLEU2L	-2.3995005112386	5.76776436741841e-09	7.67292082975195e-08
12824	ENSG00000203321	CARNMT1-AS1	-2.39972800078538	0.000169842595706752	0.000834974106778167
12825	ENSG00000160293	VAV2	-2.39979749116731	1.03399230138599e-09	1.5716951899741e-08
12826	ENSG00000132855	ANGPTL3	-2.40063221952167	0.000724357248503143	0.00296775740545154
12827	ENSG00000250091	DNAH10OS	-2.4010028710358	2.16680785863902e-09	3.1040131784852e-08
12828	ENSG00000050030	NEXMIF	-2.4026889386345	1.55650384275126e-06	1.26669575896399e-05
12829	ENSG00000271524	BNIP3P17	-2.40353608663945	3.43767104888522e-06	2.58023995443617e-05
12830	ENSG00000064309	CDON	-2.4044378499072	1.42751094221353e-07	1.45434416649047e-06
12831	ENSG00000214820	MPRIPP1	-2.40509723601231	2.02432790854986e-08	2.4369072011369e-07
12832	ENSG00000249375	CASC11	-2.40688876397034	1.23040277400637e-08	1.54149818063885e-07
12833	ENSG00000257530	AC048344.1	-2.4074522432733	7.32626521173696e-06	5.10958914439101e-05
12834	ENSG00000167553	TUBA1C	-2.40796187120384	8.348293784714e-10	1.28907801914824e-08
12835	ENSG00000229586	TNPO1P3	-2.40822885014837	0.000699528592784079	0.00287948927845514
12836	ENSG00000229853	AL034418.1	-2.40854238842336	0.0063614283926645	0.0192622579609331
12837	ENSG00000197093	GAL3ST4	-2.4113526155364	1.58805735541371e-05	0.000101510038793825
12838	ENSG00000232486	DEPDC1P2	-2.41331313313329	0.00632436704038114	0.0191705703424359
12839	ENSG00000219470	AL355802.1	-2.41768061007441	8.54092750297873e-05	0.000455831751163661
12840	ENSG00000197670	AL157838.1	-2.41833714402883	0.000173795771475012	0.000851900519753182
12841	ENSG00000120440	TTLL2	-2.41930904414005	1.24005043083319e-06	1.03584679509356e-05
12842	ENSG00000279161	AC093503.2	-2.41933811659128	8.21662406281281e-09	1.06081167239528e-07
12843	ENSG00000106066	CPVL	-2.4197107128306	9.47648836753352e-10	1.45114418159082e-08
12844	ENSG00000168916	ZNF608	-2.42142333926563	7.52327486235987e-15	2.54160577647759e-13
12845	ENSG00000207332	RNU6-146P	-2.42214966435829	1.03446734754394e-05	6.93607389604652e-05
12846	ENSG00000109758	HGFAC	-2.42231816693392	2.62695267935436e-05	0.000158990938223886
12847	ENSG00000269026	AC003006.1	-2.42251723825186	7.94506370777709e-09	1.02770029155522e-07
12848	ENSG00000163939	PBRM1	-2.42277419221433	8.71102152888994e-19	4.75069038808061e-17
12849	ENSG00000185219	ZNF445	-2.42471988585752	6.60869871279082e-17	2.88242833036611e-15
12850	ENSG00000258534	AL132712.1	-2.42513330779949	0.00616862317534264	0.0187724645395939
12851	ENSG00000266236	NARF-IT1	-2.42514923542537	8.57026867516195e-06	5.85493106627517e-05
12852	ENSG00000246596	AC139795.1	-2.42558356477992	5.31559684221589e-08	5.90253434027817e-07
12853	ENSG00000196302	GUSBP15	-2.43030991780418	0.00239269290410618	0.00834788200858534
12854	ENSG00000228629	AC092295.1	-2.43051549192873	2.74865681936022e-06	2.11051343736599e-05
12855	ENSG00000249412	AC010285.1	-2.43111448813688	7.36213469312934e-08	7.93874468892886e-07
12856	ENSG00000175087	PDIK1L	-2.43125532312298	9.31980037894467e-10	1.43152623691832e-08
12857	ENSG00000281896	AC018638.8	-2.43173319065216	3.49045428768795e-08	4.01969656835314e-07
12858	ENSG00000257167	TMPO-AS1	-2.43181463916477	7.28750345612957e-08	7.86552427504141e-07
12859	ENSG00000214425	LRRC37A4P	-2.43262241466843	6.58428233305007e-11	1.2477595206331e-09
12860	ENSG00000117139	KDM5B	-2.43341970065807	1.67787337206437e-18	8.79491562603605e-17
12861	ENSG00000257056	LINC02282	-2.43359006790581	1.83495208734459e-07	1.82747958908947e-06
12862	ENSG00000181827	RFX7	-2.4337460706482	1.20302830246166e-10	2.16230617541891e-09
12863	ENSG00000228549	BX284668.2	-2.43474535393954	1.01231213087841e-05	6.80965844878441e-05
12864	ENSG00000229206	AL162408.1	-2.43481190319177	0.00318164224910968	0.0106817279798496
12865	ENSG00000234806	RPL26P29	-2.43536823195878	0.00500947449536745	0.0157464361894093
12866	ENSG00000104435	STMN2	-2.43719490215335	7.3703843785458e-05	0.000399593798705111
12867	ENSG00000196267	ZNF836	-2.43755097512645	4.42209213457729e-14	1.35906665103612e-12
12868	ENSG00000256282	AC112694.1	-2.43816876183099	0.000189890449431354	0.00092151790620112
12869	ENSG00000268119	AC010615.2	-2.43831734808239	5.76064604408071e-07	5.1454043511915e-06
12870	ENSG00000238250	ST6GAL2-IT1	-2.43894589032386	0.00174444297269065	0.00635953651349862
12871	ENSG00000250555	AC008525.2	-2.44061366474068	2.88109545619714e-07	2.75214857974571e-06
12872	ENSG00000114739	ACVR2B	-2.44077731374989	3.22851905609856e-11	6.47309764094959e-10
12873	ENSG00000280109	PLAC4	-2.44231701621522	0.00266670038023847	0.00917425509995316
12874	ENSG00000216819	TUBB2BP1	-2.4423918648665	2.06856634051988e-07	2.03588032172356e-06
12875	ENSG00000284747	AL034417.4	-2.44757728854228	1.01299332164364e-08	1.28531806403771e-07
12876	ENSG00000151458	ANKRD50	-2.44799402639885	1.28820654089104e-09	1.91332226892952e-08
12877	ENSG00000139133	ALG10	-2.44905972125548	3.20845083811765e-08	3.71322592542151e-07
12878	ENSG00000116852	KIF21B	-2.44989694897698	8.16226426625709e-13	2.12019348907287e-11
12879	ENSG00000254694	AP001893.1	-2.45031953729263	5.11901820350334e-05	0.000288599053604906
12880	ENSG00000118231	CRYGD	-2.45084103939926	5.25953855937436e-07	4.73885505296969e-06
12881	ENSG00000180611	MB21D2	-2.45286072730245	9.11099189668361e-08	9.63786283079952e-07
12882	ENSG00000189136	UBE2Q2P1	-2.45330846585991	5.44207794621731e-09	7.28108917741329e-08
12883	ENSG00000198142	SOWAHC	-2.45350468304655	6.42819098545893e-12	1.44313299159468e-10
12884	ENSG00000240280	TCAM1P	-2.45816084124477	1.71781949490169e-06	1.38639300869316e-05
12885	ENSG00000254208	AC011773.1	-2.45997366894107	1.21993973545336e-05	8.0216813619244e-05
12886	ENSG00000051341	POLQ	-2.46041005324543	5.25162536751875e-05	0.000295315501543906
12887	ENSG00000225333	AL035404.1	-2.46110158695831	0.00116352072974649	0.004480692008568
12888	ENSG00000137185	ZSCAN9	-2.4619518427722	4.05571350906442e-15	1.4193427519891e-13
12889	ENSG00000256229	ZNF486	-2.46223971487198	3.55585717279586e-15	1.24943129737908e-13
12890	ENSG00000064692	SNCAIP	-2.46248071710172	9.86021745861137e-07	8.39650912144548e-06
12891	ENSG00000232628	AC092809.2	-2.46304828156202	9.50870091008584e-05	0.000501415962126286
12892	ENSG00000237088	AL163193.1	-2.4641869465853	0.00570874430753454	0.0175857648006946
12893	ENSG00000137285	TUBB2B	-2.46422566878289	6.34427807303408e-07	5.62373102090713e-06
12894	ENSG00000130396	AFDN	-2.46459930034837	7.022547757751e-22	5.49787661298395e-20
12895	ENSG00000146776	ATXN7L1	-2.46566039328453	5.71254689867403e-13	1.50844790734791e-11
12896	ENSG00000206120	EGFEM1P	-2.46756240407354	8.64673395426532e-07	7.47019018413949e-06
12897	ENSG00000186960	LINC01551	-2.46781655055575	2.82265699385257e-20	1.84324232408618e-18
12898	ENSG00000283175	AC007920.2	-2.46840941659546	5.04513307786411e-05	0.000284799873859403
12899	ENSG00000261083	LINC02516	-2.46914737820506	0.00568687511173763	0.017528491653626
12900	ENSG00000237605	DYRK3-AS1	-2.46937208469771	1.90981773645191e-05	0.000119634831304321
12901	ENSG00000236299	AC092634.4	-2.46947309174786	0.000162411102303733	0.000803168823083488
12902	ENSG00000203690	TCP10L3	-2.47015514323569	0.00320505023061006	0.0107520804014927
12903	ENSG00000184611	KCNH7	-2.47028578003489	0.000200136057626144	0.000964034496260437
12904	ENSG00000143067	ZNF697	-2.47257867613841	6.22871269008912e-07	5.52967766843938e-06
12905	ENSG00000181800	CELF2-AS1	-2.47286114249271	0.000206005648983801	0.000988641041866011
12906	ENSG00000255893	AP000786.1	-2.4758336207584	0.0039306073637766	0.0127897010694585
12907	ENSG00000149243	KLHL35	-2.47601733390227	4.0596594526052e-15	1.4193427519891e-13
12908	ENSG00000226842	AL158834.1	-2.47615162572972	0.000286947016140076	0.00132277783817327
12909	ENSG00000241907	RPS20P4	-2.47626133571344	0.000169123042581888	0.000832019884149699
12910	ENSG00000138622	HCN4	-2.47685202798503	2.09358216328962e-07	2.05761338901562e-06
12911	ENSG00000283201	AC092329.3	-2.47709455219375	8.93902772519913e-13	2.30828339646214e-11
12912	ENSG00000214826	DDX12P	-2.47965225122447	3.54777176712478e-05	0.000207973441253368
12913	ENSG00000092470	WDR76	-2.48022113962306	2.84102342548727e-12	6.7514044512163e-11
12914	ENSG00000184206	GOLGA6L4	-2.4806310745865	3.90470274412058e-06	2.88995802296489e-05
12915	ENSG00000279583	AC009086.2	-2.48095497713528	0.000884172553869474	0.00353215754688321
12916	ENSG00000196591	HDAC2	-2.48271706715073	1.31636535351002e-16	5.54153467605473e-15
12917	ENSG00000142731	PLK4	-2.48302011920462	5.63806824906642e-09	7.52035524115679e-08
12918	ENSG00000104081	BMF	-2.48333430887805	1.71112189723997e-06	1.38162356828261e-05
12919	ENSG00000250377	AC008525.1	-2.48636220599981	9.41905678362188e-11	1.73384810620088e-09
12920	ENSG00000254453	NAV2-AS2	-2.48672928443841	5.42428657015154e-12	1.23195244271699e-10
12921	ENSG00000259563	AC025430.1	-2.48680160193189	0.000829446988418354	0.00333787210728327
12922	ENSG00000272601	AC010655.3	-2.4868821787293	1.45376184366072e-09	2.14648701354318e-08
12923	ENSG00000046604	DSG2	-2.48811423017694	4.05280190645048e-09	5.55588758614148e-08
12924	ENSG00000253583	AC018953.1	-2.48856102892205	0.00398812762737606	0.0129396439220204
12925	ENSG00000256436	TAS2R31	-2.48857765665174	1.42994211255105e-06	1.17432740189292e-05
12926	ENSG00000263847	AP005899.1	-2.49044598249224	8.62665122255112e-05	0.000459742824348329
12927	ENSG00000288253	AC010332.3	-2.49084927833168	3.2086119729811e-07	3.02952062618547e-06
12928	ENSG00000279544	AL133243.4	-2.49085070208921	0.0025955890010932	0.00895445141742181
12929	ENSG00000154358	OBSCN	-2.49352672107996	4.40400564283545e-10	7.16969665168573e-09
12930	ENSG00000123975	CKS2	-2.49512784475146	1.87924909537983e-07	1.86629147978782e-06
12931	ENSG00000231167	YBX1P2	-2.49594296361613	8.12161427155578e-10	1.25684310529853e-08
12932	ENSG00000164221	CCDC112	-2.49857128400523	4.77362704071477e-13	1.26815741997534e-11
12933	ENSG00000259511	UBE2Q2L	-2.50292520211614	1.64873593273269e-07	1.65662529951683e-06
12934	ENSG00000282885	AL627171.2	-2.5030564398024	1.05126283617968e-13	3.07718145879071e-12
12935	ENSG00000230725	AL035252.2	-2.50350630919569	0.000136200898697539	0.000687711578779927
12936	ENSG00000028277	POU2F2	-2.503611322027	6.31157244140037e-16	2.42418303179175e-14
12937	ENSG00000237159	CNTFR-AS1	-2.50425167238538	4.37802228498837e-07	4.02000805099993e-06
12938	ENSG00000274012	RN7SL2	-2.50528873753391	9.35974644870088e-14	2.76045608676698e-12
12939	ENSG00000260532	AL031598.1	-2.5086629412357	2.48055532038914e-05	0.000151174197810369
12940	ENSG00000255769	GOLGA2P10	-2.50894357329121	3.99687080354763e-12	9.2513708559739e-11
12941	ENSG00000251348	HSPD1P11	-2.50928767998597	0.0012841131853913	0.00488871969081713
12942	ENSG00000231063	RPL6P6	-2.50989449244896	0.00510317022704721	0.0159949925607482
12943	ENSG00000274290	H2BC6	-2.5105535817849	5.08035854917107e-12	1.16136201593078e-10
12944	ENSG00000074410	CA12	-2.51057951121563	5.60987444216168e-05	0.000313593933667241
12945	ENSG00000182704	TSKU	-2.51101282160106	1.18832851055988e-05	7.83438914829917e-05
12946	ENSG00000255085	AF186192.2	-2.5118293054426	5.64371484726334e-11	1.08383432940298e-09
12947	ENSG00000232300	FAM215B	-2.51364836502195	8.80336062379782e-06	5.99664815452055e-05
12948	ENSG00000283122	HYMAI	-2.51370994140236	1.47899874630793e-07	1.50156482445803e-06
12949	ENSG00000271749	AC005828.6	-2.51371074396352	0.00376669234793213	0.0123387763255428
12950	ENSG00000188227	ZNF793	-2.51389203231019	4.71946351031878e-20	2.99814179196284e-18
12951	ENSG00000231173	AC116609.2	-2.51433961187703	0.00141369740181875	0.00530903385406348
12952	ENSG00000278462	AL359880.1	-2.51474854161203	0.00368425896426817	0.0121094675321016
12953	ENSG00000250699	AP000892.1	-2.51496759732361	0.000116170090600579	0.000597584944563663
12954	ENSG00000212124	TAS2R19	-2.51615579377079	4.48305677834961e-08	5.05165013002525e-07
12955	ENSG00000233639	PANTR1	-2.5172245841333	2.05741588918893e-07	2.02604333013727e-06
12956	ENSG00000284906	AC091057.5	-2.51763586018453	1.37147382720835e-05	8.92437793629901e-05
12957	ENSG00000278129	ZNF8	-2.5178553605947	2.4893658431607e-19	1.4405048188468e-17
12958	ENSG00000166800	LDHAL6A	-2.51854420071852	2.33307068820174e-06	1.82051156704874e-05
12959	ENSG00000233723	LINC01122	-2.5188245466629	1.76775465083781e-16	7.25876491111585e-15
12960	ENSG00000266936	AC011442.1	-2.51889210395704	0.00238908442224271	0.00833955382611118
12961	ENSG00000267136	AP005131.1	-2.51989831399723	0.00133956461888258	0.00506518357670429
12962	ENSG00000250328	MGC32805	-2.51990759288061	5.30435552141063e-06	3.81554533475501e-05
12963	ENSG00000121297	TSHZ3	-2.52004690712707	5.49881482847945e-19	3.08030254936564e-17
12964	ENSG00000280105	AC009487.3	-2.52031448195503	9.08189199607405e-05	0.000481516036628861
12965	ENSG00000185477	GPRIN3	-2.5222770310738	6.80456448227015e-11	1.28356999838498e-09
12966	ENSG00000279748	AC008764.9	-2.52266877594568	3.35444782349969e-07	3.15701615208437e-06
12967	ENSG00000265415	AC099850.3	-2.523694970379	3.59023037223965e-05	0.000210251517139826
12968	ENSG00000263740	RN7SL4P	-2.52557394399204	1.64645627308734e-06	1.33463435340624e-05
12969	ENSG00000286089	AC095057.4	-2.52678347566344	0.00510982971604363	0.0160111843403116
12970	ENSG00000176761	ZNF285B	-2.52680671158284	5.67544307128295e-07	5.0770602597112e-06
12971	ENSG00000272320	AL445309.1	-2.5279664063151	2.77413094955457e-09	3.89901603238597e-08
12972	ENSG00000285756	BX890604.1	-2.52839044565805	5.4453104574877e-18	2.69323979989734e-16
12973	ENSG00000279636	LINC00216	-2.52840257133656	1.5053815478081e-06	1.23166623278084e-05
12974	ENSG00000117399	CDC20	-2.52854552415311	5.86859373713316e-05	0.000326553437924545
12975	ENSG00000279067	AC002540.1	-2.53042870590406	0.00239681470150521	0.00836143067426217
12976	ENSG00000146197	SCUBE3	-2.53236213041939	5.71534760534088e-09	7.61474523086963e-08
12977	ENSG00000255104	AC005324.3	-2.53349514927147	3.07701723328293e-12	7.27591121507299e-11
12978	ENSG00000139618	BRCA2	-2.53418177696284	8.21860309712833e-06	5.65101480013724e-05
12979	ENSG00000175354	PTPN2	-2.53434931111582	1.66776272719056e-10	2.91397287266525e-09
12980	ENSG00000228213	NLGN1-AS1	-2.53543068896092	0.00224192921640114	0.007895724799793
12981	ENSG00000238057	ZEB2-AS1	-2.5365474060671	9.60093062383034e-19	5.21170021959533e-17
12982	ENSG00000196705	ZNF431	-2.53878453443196	7.55923279239622e-23	6.64359940679093e-21
12983	ENSG00000254338	MAFA-AS1	-2.53892222854373	0.00397880597459319	0.0129159309839972
12984	ENSG00000197978	GOLGA6L9	-2.54004552676523	3.90867959177644e-14	1.20869195101256e-12
12985	ENSG00000253649	PRSS51	-2.54038238734426	1.56628429761069e-07	1.58057241623925e-06
12986	ENSG00000254489	MPPED2-AS1	-2.5405422174987	3.79187108223501e-06	2.81774832042244e-05
12987	ENSG00000287236	Z73420.1	-2.54057607920205	2.25662979794151e-05	0.000138830240569149
12988	ENSG00000287581	AC016549.1	-2.54333802270117	3.52957214690886e-06	2.64074048379887e-05
12989	ENSG00000254263	AC022973.4	-2.54429386570707	0.00472476728198376	0.0149939741427443
12990	ENSG00000223911	AC009480.1	-2.54672506025065	2.9886355521424e-07	2.84634662973866e-06
12991	ENSG00000265451	AC012447.1	-2.54694034191859	1.62243795544331e-07	1.63394692083661e-06
12992	ENSG00000051180	RAD51	-2.5478965015193	7.00472527271305e-07	6.1639824626908e-06
12993	ENSG00000252494	RNU6-126P	-2.54815020579078	0.00479397854707487	0.0151792727503634
12994	ENSG00000177732	SOX12	-2.5497960470239	2.07578956853846e-19	1.21725272240699e-17
12995	ENSG00000267590	NDUFA3P1	-2.55037484297636	0.00353586315293826	0.0116812319728435
12996	ENSG00000136866	ZFP37	-2.56207900271353	4.2862613400205e-17	1.92453682983993e-15
12997	ENSG00000267565	AC011477.2	-2.56217999811358	3.18054320498431e-12	7.49910970350653e-11
12998	ENSG00000269578	AC008764.7	-2.56220136490224	5.43628651791405e-05	0.000304673580507738
12999	ENSG00000249725	AC079942.1	-2.56563282951529	0.00451052736545391	0.014402306419921
13000	ENSG00000244671	RN7SL280P	-2.56617955209133	0.00245058764083141	0.00852020194339036
13001	ENSG00000122778	KIAA1549	-2.56748315794718	4.82041274105243e-07	4.38147780172331e-06
13002	ENSG00000267122	AC004490.1	-2.57023642470768	1.69916026936874e-12	4.19971544063824e-11
13003	ENSG00000114541	FRMD4B	-2.57138954344499	3.13993169276752e-13	8.51569873706719e-12
13004	ENSG00000125170	DOK4	-2.57237190854936	8.16914629285576e-19	4.46907103044576e-17
13005	ENSG00000083828	ZNF586	-2.57311116894189	3.37150522149195e-19	1.91929502600744e-17
13006	ENSG00000248213	CICP16	-2.57722557578105	4.13672147367519e-05	0.000238982556700771
13007	ENSG00000224128	LINC01248	-2.57744516057304	0.00460939178993054	0.0146756438984469
13008	ENSG00000259910	AC120498.1	-2.57744516057304	0.00460939178993054	0.0146756438984469
13009	ENSG00000156687	UNC5D	-2.57845267744689	1.13200979742146e-06	9.53547623496955e-06
13010	ENSG00000255566	AC135279.2	-2.5788537360723	0.000574550960540146	0.00242248148770726
13011	ENSG00000213967	ZNF726	-2.57900684599611	6.28963371896009e-08	6.88170313955612e-07
13012	ENSG00000259715	AC022087.1	-2.57959034648789	4.02029400740135e-13	1.07700267347245e-11
13013	ENSG00000172687	ZNF738	-2.58197944824102	5.34377093643771e-16	2.075193969303e-14
13014	ENSG00000241547	ACTG1P20	-2.58420300912349	7.55611382700806e-06	5.23967260375107e-05
13015	ENSG00000163808	KIF15	-2.58445044850796	2.27209906891016e-05	0.000139634942252844
13016	ENSG00000138182	KIF20B	-2.58510954014794	4.13521186364313e-11	8.12833376807027e-10
13017	ENSG00000144130	NT5DC4	-2.58562761811572	0.000398315455520962	0.00176315678853239
13018	ENSG00000143228	NUF2	-2.58709681212187	8.49142205785975e-05	0.000453431852144005
13019	ENSG00000199394	RNU6-600P	-2.58717493201606	0.00314353594260626	0.0105633684435985
13020	ENSG00000228554	AC004837.2	-2.58728529490684	0.000131139887064478	0.000665318637107937
13021	ENSG00000271109	AC008555.4	-2.58758566864464	0.00335186323032758	0.0111538990223854
13022	ENSG00000204519	ZNF551	-2.58811116986193	2.33855152670179e-16	9.46951343959028e-15
